Point_ID,Latitude,Longitude,LST (°C),Elevation,Slope,Aspect,EVI,NDVI,TVI,BSI,NDBaI,NDBSI,NMDI,OSAVI,SAVI,BUI,EBBI,NBI,NBAI,UI,MNDWI,NDWI,Year
242,22.86919,86.43271,31.3,166.0,5.4,305.0,0.05,0.32,79.9,,,,0.14,0.32,0.15,0.12,0.3,0.25,0.13,0.18,0.5,0.65,2017
243,22.81948,86.41514,26.9,205.0,4.3,136.0,0.19,0.28,88.9,,,,-0.31,0.49,0.59,0.15,0.25,0.09,0.14,-0.23,0.08,-0.01,2017
244,22.8348,86.50027,24.0,186.0,4.2,178.0,0.48,0.37,90.8,,,,0.07,0.61,0.8,-0.2,0.02,-0.06,-0.12,0.26,0.08,0.16,2017
245,22.86611,86.36505,25.7,188.0,6.1,171.0,0.39,0.39,86.8,,,,0.22,0.34,0.38,-0.2,-0.05,-0.11,-0.25,0.1,-0.12,0.19,2017
246,22.85674,86.34019,37.6,188.0,5.2,177.0,0.4,0.41,86.0,,,,-0.35,0.3,0.48,0.34,-0.2,0.04,-0.23,-0.3,0.6,0.01,2017
247,22.8479,86.37992,33.5,195.0,6.3,306.0,0.27,0.58,88.5,,,,-0.32,0.28,0.15,0.02,0.07,0.11,0.13,0.17,-0.01,0.1,2017
248,22.71915,86.39021,29.5,149.0,7.1,360.0,0.3,0.3,111.4,,,,0.36,0.55,0.42,0.35,0.13,-0.14,0.04,0.02,0.38,-0.29,2017
249,22.77223,86.49104,37.5,186.0,7.8,102.0,0.56,0.27,120.0,,,,0.24,0.7,0.59,0.17,-0.0,0.25,0.19,0.4,0.06,-0.1,2017
250,22.7799,86.30098,33.8,191.0,5.5,213.0,0.62,0.24,107.6,,,,-0.02,0.25,0.47,0.06,-0.2,-0.13,-0.02,-0.07,0.26,-0.3,2017
251,22.81782,86.39806,26.3,191.0,7.5,273.0,0.23,0.59,80.9,,,,0.02,0.68,0.77,-0.2,-0.2,0.06,-0.15,0.04,0.11,0.51,2017
252,22.73398,86.48247,24.0,177.0,3.9,314.0,0.33,0.72,95.4,,,,0.39,0.69,0.48,0.35,0.3,0.2,-0.15,0.08,-0.13,0.47,2017
253,22.8341,86.40748,33.9,169.0,3.8,185.0,0.39,0.68,118.9,,,,0.12,0.47,0.77,0.19,0.16,0.01,0.06,-0.14,0.55,0.65,2017
254,22.83103,86.27354,31.3,181.0,4.1,155.0,0.44,0.54,85.6,,,,-0.11,0.75,0.35,-0.0,-0.02,0.2,0.07,-0.12,0.08,0.13,2017
255,22.86636,86.47498,25.1,174.0,1.8,133.0,0.56,0.38,93.5,,,,0.25,0.49,0.53,-0.15,-0.2,-0.11,0.22,0.32,0.38,-0.3,2017
256,22.84249,86.32115,29.5,191.0,5.7,314.0,0.35,0.63,63.9,,,,0.11,0.58,0.24,-0.06,0.01,-0.03,0.11,0.05,0.15,0.22,2017
257,22.81389,86.37364,28.1,184.0,4.5,219.0,0.25,0.27,109.4,,,,-0.35,0.56,0.66,0.21,-0.01,0.04,-0.04,-0.11,0.05,0.57,2017
258,22.81783,86.40483,27.8,240.0,5.6,131.0,0.31,0.7,85.3,,,,-0.13,0.26,0.2,0.0,0.22,0.09,0.16,0.14,-0.22,0.47,2017
259,22.85229,86.32206,33.1,236.0,4.8,184.0,0.18,0.42,80.5,,,,-0.35,0.47,0.77,0.1,-0.11,-0.15,-0.09,0.03,0.12,0.56,2017
260,22.79135,86.46012,25.5,160.0,3.6,99.0,0.09,0.3,106.7,,,,-0.17,0.65,0.44,0.34,-0.16,0.07,0.04,0.01,-0.36,-0.02,2017
261,22.81563,86.55,37.2,240.0,1.5,29.0,0.42,0.29,86.3,,,,0.14,0.1,0.18,0.11,0.05,-0.13,-0.17,0.11,0.5,-0.35,2017
262,22.8473,86.38691,25.9,162.0,4.1,174.0,0.16,0.75,88.4,,,,0.01,0.16,0.48,0.13,0.2,0.25,-0.12,-0.3,0.38,0.15,2017
263,22.7532,86.3616,32.8,168.0,6.5,150.0,0.28,0.47,80.1,,,,-0.25,0.26,0.39,0.12,-0.2,-0.16,0.06,-0.3,0.23,0.5,2017
264,22.78589,86.30124,34.4,186.0,4.4,191.0,0.39,0.54,82.9,,,,-0.15,0.46,0.49,0.06,-0.07,0.25,0.25,0.34,0.32,0.24,2017
265,22.79876,86.22982,31.9,210.0,4.5,195.0,0.13,0.32,82.6,,,,-0.21,0.71,0.7,0.15,-0.09,0.21,-0.09,0.03,0.53,0.16,2017
266,22.83899,86.29858,30.9,200.0,6.5,173.0,0.32,0.75,69.3,,,,-0.0,0.1,0.39,0.05,0.15,0.14,-0.09,0.45,0.29,0.26,2017
267,22.81473,86.32766,29.5,184.0,3.1,155.0,0.34,0.52,95.9,,,,-0.0,0.38,0.52,-0.2,0.3,-0.25,-0.14,0.15,-0.22,0.11,2017
268,22.80179,86.3036,33.8,174.0,6.3,170.0,0.29,0.65,60.0,,,,-0.03,0.72,0.51,-0.08,0.1,-0.25,-0.12,-0.3,-0.19,-0.01,2017
269,22.76121,86.40701,34.7,171.0,5.7,347.0,0.53,0.28,97.9,,,,0.36,0.15,0.49,-0.06,-0.09,-0.25,0.12,0.15,-0.09,-0.3,2017
270,22.84084,86.35467,35.4,140.0,5.7,290.0,0.33,0.24,94.7,,,,-0.21,0.34,0.15,0.35,0.0,0.0,-0.07,-0.07,-0.4,0.05,2017
271,22.81384,86.45829,28.7,232.0,1.2,136.0,0.55,0.65,108.2,,,,0.22,0.29,0.36,-0.02,0.06,0.02,-0.12,0.28,0.03,0.07,2017
272,22.82246,86.22342,24.0,212.0,2.8,177.0,0.45,0.23,119.3,,,,-0.24,0.7,0.66,0.2,-0.18,0.21,0.06,-0.09,0.48,0.17,2017
273,22.845,86.51436,39.1,183.0,6.3,273.0,0.23,0.5,112.3,,,,-0.17,0.31,0.51,0.17,-0.18,0.25,0.18,0.23,0.11,0.32,2017
274,22.8359,86.49039,27.0,155.0,8.4,75.0,0.46,0.4,120.0,,,,-0.07,0.65,0.62,0.06,0.03,-0.03,-0.07,0.22,0.16,0.12,2017
275,22.82849,86.27915,33.4,240.0,7.5,360.0,0.42,0.62,120.0,,,,-0.21,0.33,0.54,-0.08,-0.2,-0.21,0.06,-0.3,-0.17,0.36,2017
276,22.83726,86.26796,34.7,240.0,2.8,237.0,0.39,0.18,120.0,,,,-0.21,0.53,0.41,0.23,0.14,-0.13,-0.02,0.34,0.36,0.09,2017
277,22.84059,86.32001,24.1,214.0,7.7,203.0,0.34,0.63,92.3,,,,-0.26,0.35,0.46,0.02,0.29,0.25,0.02,0.45,-0.16,-0.03,2017
278,22.81076,86.51826,24.0,208.0,8.3,268.0,0.38,0.6,102.3,,,,-0.24,0.42,0.4,0.18,-0.03,-0.04,0.1,-0.3,0.01,0.06,2017
279,22.87889,86.31822,42.0,186.0,5.2,44.0,0.18,0.13,117.1,,,,0.09,0.25,0.47,0.14,-0.15,-0.23,-0.02,0.3,-0.02,0.08,2017
280,22.82973,86.38756,30.3,179.0,8.5,206.0,0.48,0.26,80.5,,,,0.34,0.64,0.57,0.16,0.0,-0.1,-0.01,-0.14,-0.18,-0.39,2017
281,22.78997,86.34576,29.2,198.0,8.5,64.0,0.26,0.1,107.5,,,,0.01,0.72,0.65,0.21,0.3,-0.25,-0.21,0.45,-0.36,0.26,2017
282,22.77234,86.45451,35.5,208.0,8.9,161.0,0.25,0.48,85.6,,,,0.29,0.66,0.49,0.14,0.02,0.04,-0.16,-0.3,0.02,-0.1,2017
283,22.74218,86.32502,33.0,207.0,5.1,113.0,0.44,0.52,93.4,,,,0.37,0.14,0.15,0.14,0.27,-0.06,0.25,0.24,0.08,-0.26,2017
284,22.82341,86.36998,31.2,143.0,5.9,249.0,0.08,0.39,99.1,,,,-0.21,0.62,0.41,0.06,-0.2,0.14,-0.07,-0.29,0.36,0.15,2017
285,22.79068,86.37692,32.3,182.0,6.5,157.0,0.12,0.66,102.3,,,,0.27,0.31,0.33,-0.2,0.3,-0.05,-0.25,-0.22,0.28,0.17,2017
286,22.84221,86.46568,33.3,176.0,6.6,214.0,0.55,0.56,96.6,,,,-0.3,0.47,0.36,-0.06,-0.2,0.07,0.01,0.31,0.45,0.65,2017
287,22.837,86.34077,34.3,240.0,1.1,200.0,0.25,0.1,89.2,,,,0.1,0.48,0.65,0.14,0.13,0.09,-0.02,0.45,0.04,-0.0,2017
288,22.84295,86.39085,28.3,189.0,8.9,44.0,0.4,0.38,104.7,,,,0.14,0.46,0.75,-0.03,0.23,-0.25,-0.19,-0.3,0.14,0.49,2017
289,22.78391,86.3815,28.4,190.0,10.0,26.0,0.46,0.38,60.0,,,,-0.07,0.1,0.6,-0.2,0.3,0.03,0.03,0.28,-0.15,0.11,2017
290,22.81155,86.38928,33.7,193.0,2.6,78.0,0.27,0.25,68.5,,,,0.16,0.54,0.32,-0.07,0.2,-0.17,-0.14,-0.15,-0.4,0.05,2017
291,22.85675,86.43611,29.1,173.0,4.6,47.0,0.43,0.45,82.2,,,,-0.01,0.1,0.51,0.11,-0.2,0.16,-0.12,0.06,-0.08,0.2,2017
292,22.87644,86.35437,29.5,180.0,6.5,47.0,0.21,0.49,114.6,,,,0.3,0.47,0.32,0.35,0.06,-0.06,0.25,-0.3,0.6,0.27,2017
293,22.80843,86.4484,26.7,212.0,5.4,96.0,0.5,0.66,100.1,,,,0.26,0.44,0.4,-0.08,-0.01,0.08,-0.21,-0.05,-0.4,-0.21,2017
294,22.88843,86.36595,35.5,184.0,7.4,126.0,0.47,0.35,82.7,,,,0.4,0.23,0.4,0.21,-0.08,-0.24,0.12,-0.3,0.6,0.13,2017
295,22.77308,86.40271,28.6,189.0,7.1,129.0,0.5,0.41,86.1,,,,-0.06,0.23,0.53,0.03,-0.02,0.04,-0.09,-0.04,0.12,0.1,2017
296,22.76474,86.32912,35.7,209.0,4.4,0.0,0.46,0.1,85.2,,,,0.12,0.19,0.43,-0.16,-0.02,-0.01,0.01,0.22,0.1,0.15,2017
297,22.75386,86.3591,28.0,221.0,3.1,282.0,0.63,0.3,101.5,,,,0.09,0.29,0.72,-0.02,-0.07,-0.04,-0.01,-0.29,0.35,-0.11,2017
298,22.86702,86.3738,36.2,234.0,8.6,189.0,0.42,0.31,78.8,,,,0.09,0.33,0.19,0.35,0.18,0.19,0.06,0.45,0.11,0.5,2017
299,22.81266,86.45474,31.1,202.0,1.0,161.0,0.34,0.25,78.5,,,,0.19,0.62,0.67,-0.05,0.07,-0.11,0.07,0.18,-0.18,0.15,2017
300,22.77021,86.47491,36.3,192.0,3.7,51.0,0.56,0.13,75.5,,,,0.09,0.46,0.46,0.35,-0.12,0.01,-0.05,0.08,-0.4,0.31,2017
301,22.80501,86.36078,30.8,219.0,10.0,296.0,0.47,0.73,80.5,,,,-0.05,0.57,0.51,-0.09,-0.16,0.25,-0.13,0.18,0.48,0.17,2017
302,22.85442,86.24937,30.1,177.0,6.2,190.0,0.42,0.34,69.3,,,,-0.03,0.33,0.15,-0.06,0.1,0.2,0.06,0.18,0.52,0.15,2017
303,22.78354,86.31264,37.9,165.0,7.4,272.0,0.11,0.5,120.0,,,,0.12,0.33,0.59,0.29,0.21,0.01,0.0,-0.3,-0.37,0.08,2017
304,22.88279,86.25627,31.4,183.0,7.7,324.0,0.42,0.36,73.6,,,,0.02,0.1,0.75,-0.2,0.3,-0.24,-0.2,0.38,0.09,0.34,2017
305,22.73436,86.32347,25.2,214.0,5.5,360.0,0.44,0.39,81.2,,,,-0.21,0.29,0.15,0.17,-0.1,-0.07,-0.21,0.07,0.02,-0.16,2017
306,22.7765,86.39419,24.0,182.0,6.2,114.0,0.26,0.64,120.0,,,,-0.23,0.35,0.33,-0.01,0.3,0.25,-0.06,0.4,0.42,0.04,2017
307,22.7916,86.30591,32.5,197.0,5.4,230.0,0.37,0.32,109.4,,,,-0.33,0.3,0.15,0.05,0.28,0.09,-0.06,0.16,0.14,-0.21,2017
308,22.80401,86.3273,36.6,164.0,7.2,60.0,0.54,0.58,76.0,,,,-0.04,0.71,0.63,-0.19,0.14,-0.06,-0.07,-0.02,0.27,0.5,2017
309,22.78485,86.42438,29.3,193.0,4.6,260.0,0.05,0.75,90.2,,,,0.24,0.14,0.67,-0.12,0.04,0.12,-0.11,0.02,0.59,0.3,2017
310,22.81866,86.50843,31.2,191.0,6.1,206.0,0.49,0.42,98.3,,,,-0.05,0.75,0.33,-0.2,0.23,-0.08,-0.08,-0.12,0.09,-0.26,2017
311,22.89792,86.33696,24.0,190.0,7.9,11.0,0.12,0.52,117.3,,,,-0.1,0.67,0.47,0.2,0.18,-0.03,0.04,-0.19,0.57,0.27,2017
312,22.82718,86.43829,31.9,202.0,7.2,360.0,0.25,0.1,108.9,,,,-0.06,0.24,0.46,-0.02,0.09,0.04,0.0,-0.11,-0.29,0.2,2017
313,22.88282,86.4185,35.4,212.0,6.9,0.0,0.21,0.74,82.7,,,,-0.14,0.62,0.52,0.18,-0.08,0.09,0.21,0.06,0.22,0.45,2017
314,22.83598,86.35116,38.8,188.0,5.4,131.0,0.05,0.75,100.1,,,,0.04,0.53,0.21,-0.2,0.15,-0.25,-0.25,0.04,0.27,0.28,2017
315,22.89141,86.49722,35.1,240.0,3.8,71.0,0.28,0.52,91.5,,,,-0.06,0.22,0.79,-0.02,0.17,-0.04,-0.07,0.02,-0.08,0.51,2017
316,22.99,86.37424,29.6,144.0,2.5,149.0,0.64,0.46,99.7,,,,-0.17,0.57,0.77,-0.02,0.04,-0.25,-0.14,0.14,-0.37,-0.45,2017
317,22.84909,86.28657,24.9,194.0,6.8,196.0,0.27,0.11,87.2,,,,-0.04,0.46,0.49,-0.14,0.3,-0.07,-0.2,-0.23,0.31,-0.01,2017
318,22.7711,86.29611,33.9,218.0,4.8,103.0,0.57,0.43,92.0,,,,0.02,0.27,0.31,0.22,0.3,0.05,0.25,0.44,0.19,-0.33,2017
319,22.74179,86.41258,25.3,215.0,4.8,152.0,0.5,0.11,99.2,,,,-0.27,0.26,0.52,-0.1,0.11,0.13,-0.09,-0.12,-0.13,0.2,2017
320,22.77467,86.39388,33.3,190.0,6.9,289.0,0.42,0.54,97.6,,,,-0.12,0.1,0.67,0.16,0.22,0.24,-0.24,0.18,-0.34,-0.3,2017
321,22.82732,86.35596,35.3,207.0,2.5,90.0,0.23,0.1,96.9,,,,0.21,0.46,0.44,-0.06,0.22,0.03,0.16,0.23,-0.4,0.46,2017
322,22.79141,86.28738,38.0,140.0,5.1,160.0,0.55,0.27,93.5,,,,0.19,0.75,0.46,0.35,-0.2,0.05,-0.04,-0.25,0.04,-0.24,2017
323,22.90238,86.38447,35.0,188.0,6.2,261.0,0.09,0.1,119.0,,,,0.1,0.68,0.54,0.08,0.05,0.22,0.25,0.38,0.07,0.18,2017
324,22.78442,86.2476,33.3,179.0,7.3,253.0,0.35,0.42,61.4,,,,-0.35,0.34,0.52,0.25,0.14,-0.22,-0.09,-0.3,0.22,0.48,2017
325,22.77603,86.27448,36.6,213.0,7.3,297.0,0.07,0.37,81.9,,,,-0.05,0.75,0.48,-0.09,-0.04,0.24,0.06,0.03,0.1,0.17,2017
326,22.88638,86.39279,28.1,166.0,2.2,119.0,0.58,0.1,104.0,,,,0.23,0.67,0.47,0.04,0.3,-0.2,0.06,0.11,0.29,-0.34,2017
327,22.82815,86.3095,30.5,222.0,6.0,79.0,0.47,0.32,75.1,,,,-0.35,0.1,0.58,0.09,-0.2,0.22,-0.11,-0.3,0.03,-0.02,2017
328,22.86881,86.41937,34.8,212.0,6.2,142.0,0.46,0.56,62.3,,,,0.1,0.39,0.46,-0.13,-0.08,-0.11,0.25,0.45,-0.01,0.54,2017
329,22.84989,86.32762,30.4,222.0,2.9,209.0,0.36,0.11,84.1,,,,0.2,0.53,0.53,0.33,-0.08,-0.07,0.01,0.21,0.25,-0.14,2017
330,22.868,86.45835,30.1,163.0,6.4,253.0,0.05,0.16,100.6,,,,0.21,0.59,0.47,-0.2,-0.2,0.12,0.19,0.07,0.46,-0.04,2017
331,22.87399,86.41936,31.0,158.0,5.4,20.0,0.2,0.75,89.7,,,,0.06,0.64,0.58,0.15,0.3,0.25,-0.03,-0.27,0.53,0.23,2017
332,22.83076,86.17877,27.7,171.0,4.2,129.0,0.34,0.54,90.3,,,,-0.29,0.46,0.5,0.2,0.28,0.25,-0.1,-0.3,0.2,-0.24,2017
333,22.85948,86.35498,31.2,168.0,4.5,137.0,0.38,0.44,117.1,,,,-0.23,0.21,0.53,-0.2,-0.19,0.12,-0.14,0.08,0.04,0.46,2017
334,22.91132,86.42623,31.7,188.0,5.8,264.0,0.53,0.24,120.0,,,,0.02,0.54,0.55,-0.2,-0.2,-0.12,-0.22,-0.1,-0.13,0.48,2017
335,22.91663,86.34403,29.9,179.0,5.2,338.0,0.5,0.31,72.0,,,,-0.13,0.47,0.53,-0.16,-0.2,0.25,0.04,0.03,0.27,0.23,2017
336,22.84127,86.40761,28.8,205.0,3.7,170.0,0.52,0.4,101.8,,,,0.16,0.3,0.18,0.12,0.16,0.1,-0.03,-0.3,-0.36,-0.33,2017
337,22.81848,86.41481,32.0,152.0,3.1,219.0,0.48,0.38,73.9,,,,0.04,0.48,0.21,-0.07,0.23,-0.05,0.2,-0.21,0.02,0.44,2017
338,22.77325,86.37061,34.1,206.0,3.0,164.0,0.35,0.21,67.6,,,,0.24,0.2,0.56,0.35,0.04,-0.03,-0.07,0.19,0.24,0.28,2017
339,22.83385,86.38133,31.7,190.0,4.0,149.0,0.05,0.17,60.6,,,,0.13,0.48,0.65,0.08,0.21,0.07,0.2,-0.07,-0.37,0.05,2017
340,22.81499,86.36694,29.8,211.0,1.8,7.0,0.18,0.52,63.9,,,,-0.09,0.1,0.3,0.01,0.06,0.08,0.01,0.13,-0.09,0.45,2017
341,22.76308,86.34231,24.0,187.0,5.7,94.0,0.28,0.75,74.0,,,,-0.24,0.49,0.15,0.19,0.3,0.18,-0.02,-0.09,-0.32,0.11,2017
342,22.88687,86.3529,35.6,184.0,5.5,0.0,0.29,0.36,85.6,,,,-0.03,0.6,0.55,0.06,-0.2,0.14,0.14,0.14,-0.25,0.44,2017
343,22.78554,86.37556,42.0,169.0,4.8,303.0,0.33,0.2,94.3,,,,0.07,0.63,0.33,-0.0,-0.2,-0.09,-0.23,0.31,0.1,-0.03,2017
344,22.89069,86.26636,28.1,167.0,5.6,275.0,0.2,0.27,118.1,,,,-0.24,0.7,0.28,0.12,0.05,0.21,0.02,-0.09,-0.11,0.06,2017
345,22.85383,86.39273,31.6,229.0,3.5,0.0,0.38,0.49,112.8,,,,0.14,0.43,0.49,0.0,-0.2,-0.12,-0.08,0.11,-0.14,0.09,2017
346,22.75593,86.55,31.5,209.0,1.8,218.0,0.43,0.53,91.3,,,,0.04,0.48,0.56,0.21,-0.17,-0.07,0.08,0.13,0.08,-0.01,2017
347,22.74394,86.26013,33.0,180.0,2.7,51.0,0.41,0.29,73.1,,,,0.06,0.41,0.35,-0.11,0.07,0.08,0.25,-0.22,-0.05,0.12,2017
348,22.87329,86.3715,28.2,173.0,6.3,186.0,0.43,0.37,102.5,,,,-0.35,0.48,0.81,0.14,0.17,-0.25,-0.13,-0.3,0.6,0.08,2017
349,22.85397,86.44033,42.0,187.0,6.8,129.0,0.24,0.53,65.7,,,,0.4,0.28,0.46,0.15,-0.08,0.25,0.13,-0.28,-0.11,0.16,2017
350,22.80792,86.40162,39.9,196.0,9.4,275.0,0.28,0.49,71.5,,,,0.09,0.63,0.43,0.03,-0.04,0.07,-0.1,0.27,-0.07,0.08,2017
351,22.74816,86.44609,29.0,194.0,5.9,98.0,0.62,0.44,116.8,,,,-0.03,0.66,0.49,0.09,-0.14,-0.18,0.11,0.14,0.01,0.18,2017
352,22.79844,86.29563,28.2,165.0,7.8,255.0,0.7,0.52,77.7,,,,-0.3,0.1,0.52,-0.2,-0.2,0.09,0.11,-0.2,0.03,-0.02,2017
353,22.847,86.36953,24.8,225.0,5.3,262.0,0.42,0.34,105.6,,,,0.31,0.56,0.61,0.28,-0.2,0.11,-0.04,0.27,-0.25,0.38,2017
354,22.87594,86.27185,32.4,204.0,5.0,186.0,0.37,0.15,88.3,,,,0.18,0.33,0.65,-0.17,-0.19,0.17,0.09,0.29,0.6,-0.04,2017
355,22.75048,86.42041,35.5,217.0,5.1,239.0,0.54,0.39,73.5,,,,-0.35,0.4,0.54,-0.03,-0.04,-0.09,-0.03,-0.01,0.54,-0.02,2017
356,22.92614,86.3161,38.1,161.0,5.7,102.0,0.47,0.3,95.8,,,,-0.1,0.62,0.15,-0.1,0.09,0.02,-0.15,0.06,-0.16,0.12,2017
357,22.88222,86.38569,42.0,233.0,5.7,196.0,0.24,0.49,94.7,,,,-0.35,0.3,0.28,0.35,-0.12,0.11,0.03,0.45,-0.35,0.56,2017
358,22.89404,86.42286,28.1,187.0,4.3,70.0,0.45,0.38,101.0,,,,-0.08,0.66,0.61,-0.2,0.3,-0.05,-0.22,-0.04,-0.02,0.04,2017
359,22.78984,86.37958,36.5,155.0,6.1,279.0,0.4,0.62,90.5,,,,-0.16,0.2,0.45,0.21,0.28,-0.25,0.02,-0.12,-0.4,0.65,2017
360,22.80925,86.3656,37.4,229.0,9.1,111.0,0.23,0.39,109.7,,,,-0.23,0.51,0.64,0.01,-0.14,0.25,-0.09,-0.25,-0.07,0.14,2017
361,22.86872,86.24356,42.0,147.0,3.6,169.0,0.43,0.26,112.8,,,,-0.32,0.66,0.24,0.15,0.1,0.03,0.13,-0.18,0.11,-0.0,2017
362,22.84017,86.45111,28.7,148.0,8.6,215.0,0.33,0.36,99.7,,,,0.03,0.71,0.15,0.03,0.3,-0.07,-0.08,0.2,0.19,0.04,2017
363,22.77002,86.40999,27.4,209.0,6.3,187.0,0.7,0.6,74.7,,,,0.07,0.75,0.38,0.11,-0.13,-0.14,-0.02,-0.29,-0.01,0.48,2017
364,22.87378,86.41725,24.9,210.0,5.4,0.0,0.6,0.19,120.0,,,,-0.31,0.35,0.49,-0.12,0.24,0.19,-0.06,0.32,-0.36,-0.18,2017
365,22.87474,86.49738,35.9,175.0,2.1,256.0,0.31,0.17,105.6,,,,0.11,0.45,0.69,-0.08,-0.01,0.25,0.04,0.13,0.44,0.26,2017
366,22.84442,86.27023,29.5,210.0,5.9,87.0,0.22,0.21,120.0,,,,0.31,0.48,0.71,0.24,-0.2,-0.22,0.13,-0.07,0.45,0.1,2017
367,22.82342,86.53463,31.7,172.0,2.1,335.0,0.05,0.59,94.0,,,,-0.16,0.28,0.56,-0.08,0.07,0.25,0.16,-0.09,0.34,-0.22,2017
368,22.87946,86.35721,38.9,199.0,5.4,169.0,0.61,0.1,65.0,,,,0.13,0.1,0.46,-0.01,0.12,0.02,-0.12,0.1,-0.14,0.62,2017
369,22.82704,86.34854,38.5,207.0,5.4,142.0,0.4,0.59,63.8,,,,-0.17,0.1,0.61,0.35,0.04,0.02,0.09,0.09,-0.24,0.29,2017
370,22.8251,86.2953,33.4,154.0,7.8,178.0,0.05,0.21,60.0,,,,-0.07,0.2,0.72,-0.2,0.29,-0.25,0.01,0.26,-0.1,-0.45,2017
371,22.80149,86.26255,29.3,165.0,8.8,136.0,0.19,0.56,81.3,,,,0.01,0.22,0.21,0.29,-0.13,-0.25,0.04,0.0,-0.09,-0.02,2017
372,22.88635,86.31304,29.9,209.0,6.8,0.0,0.05,0.45,120.0,,,,-0.18,0.49,0.6,0.35,-0.2,-0.16,-0.11,0.05,0.47,-0.27,2017
373,22.74124,86.49624,32.5,185.0,7.0,169.0,0.56,0.4,119.8,,,,0.2,0.63,0.48,0.01,-0.17,0.03,-0.09,-0.3,-0.19,-0.29,2017
374,22.82456,86.3982,26.8,208.0,5.1,213.0,0.38,0.56,78.2,,,,-0.01,0.15,0.55,0.12,0.3,-0.03,0.17,0.06,-0.2,-0.26,2017
375,22.85066,86.30858,31.5,216.0,6.6,0.0,0.29,0.57,92.3,,,,0.31,0.25,0.74,0.12,-0.02,0.05,-0.16,-0.11,0.45,0.31,2017
376,22.89303,86.47172,42.0,167.0,5.2,171.0,0.37,0.34,115.6,,,,-0.16,0.44,0.33,-0.0,-0.12,-0.24,-0.06,0.12,0.15,0.24,2017
377,22.78288,86.35509,28.2,201.0,8.0,290.0,0.32,0.33,85.0,,,,0.4,0.41,0.78,0.07,-0.19,-0.05,-0.09,0.17,0.57,-0.16,2017
378,22.80661,86.32421,36.4,193.0,5.6,0.0,0.46,0.61,113.8,,,,-0.08,0.69,0.62,0.06,0.11,-0.14,-0.01,-0.2,-0.09,0.49,2017
379,22.74275,86.27213,31.8,230.0,5.6,123.0,0.38,0.14,84.9,,,,0.05,0.27,0.82,0.2,0.07,0.2,-0.02,-0.14,-0.12,0.03,2017
380,22.79453,86.47916,29.5,223.0,5.8,195.0,0.29,0.66,60.0,,,,-0.08,0.75,0.58,0.07,0.11,-0.05,-0.22,-0.3,0.27,0.28,2017
381,22.86032,86.47341,34.7,201.0,2.4,206.0,0.5,0.2,103.0,,,,-0.3,0.48,0.56,0.06,0.16,-0.2,0.1,0.03,0.34,-0.23,2017
382,22.77447,86.36256,30.4,208.0,9.3,327.0,0.36,0.4,88.5,,,,-0.17,0.37,0.34,0.01,-0.06,-0.22,-0.19,-0.3,0.33,-0.43,2017
383,22.86035,86.38896,24.0,200.0,3.4,283.0,0.3,0.26,101.0,,,,0.18,0.1,0.21,-0.17,-0.01,-0.12,-0.07,-0.0,0.22,0.12,2017
384,22.82527,86.33543,35.6,193.0,3.5,233.0,0.37,0.75,116.2,,,,-0.15,0.59,0.64,-0.03,0.11,0.08,0.14,0.11,0.01,0.46,2017
385,22.86801,86.36795,24.0,162.0,3.1,183.0,0.32,0.28,99.4,,,,-0.25,0.58,0.49,0.22,-0.1,0.08,-0.06,0.07,0.39,0.65,2017
386,22.84252,86.49286,32.6,165.0,5.6,29.0,0.33,0.41,107.9,,,,-0.08,0.39,0.59,-0.15,0.06,-0.11,0.03,0.31,-0.1,-0.29,2017
387,22.83539,86.33007,25.3,202.0,3.4,321.0,0.19,0.42,96.8,,,,0.03,0.51,0.64,-0.2,-0.06,0.16,0.13,0.17,-0.24,0.65,2017
388,22.89908,86.39408,29.9,201.0,7.2,122.0,0.41,0.48,120.0,,,,0.17,0.52,0.23,0.09,0.0,0.04,-0.0,0.12,-0.29,-0.16,2017
389,22.78287,86.30984,27.6,197.0,3.9,114.0,0.05,0.63,106.3,,,,0.13,0.73,0.65,0.1,0.13,0.06,0.02,0.08,-0.4,-0.33,2017
390,22.79349,86.36134,33.1,185.0,4.3,360.0,0.21,0.62,78.5,,,,-0.22,0.5,0.61,0.07,-0.12,0.04,-0.2,-0.11,-0.01,0.65,2017
391,22.81601,86.37122,35.9,170.0,3.7,74.0,0.22,0.35,116.0,,,,0.05,0.17,0.43,-0.11,0.3,-0.24,0.12,0.25,-0.22,0.12,2017
392,22.84535,86.43061,37.8,178.0,8.4,120.0,0.13,0.11,95.1,,,,0.05,0.1,0.53,-0.09,-0.2,-0.25,-0.08,0.04,0.33,0.05,2017
393,22.89838,86.29402,28.9,159.0,4.1,189.0,0.5,0.36,97.3,,,,0.21,0.44,0.44,0.35,0.06,-0.22,0.13,-0.02,0.42,0.09,2017
394,22.74691,86.34251,32.7,161.0,3.1,101.0,0.14,0.47,116.6,,,,-0.22,0.28,0.54,-0.13,0.0,-0.25,-0.07,-0.1,-0.15,-0.11,2017
395,22.8137,86.24979,31.9,160.0,9.7,124.0,0.32,0.57,99.3,,,,-0.07,0.64,0.58,0.33,-0.13,0.09,-0.24,-0.22,0.47,0.07,2017
396,22.87641,86.36144,32.5,215.0,5.2,188.0,0.33,0.75,104.6,,,,-0.03,0.12,0.32,-0.14,0.3,-0.11,-0.25,0.45,0.26,-0.15,2017
